id,name,brand,manufacturer,upc,ean,type,currency,price,priceMin,priceMax,orderable,ats,stockLevel,primaryCategoryId,shortDescription,longDescription,pageTitle,pageDescription,pageKeywords,variationAttributes,variantCount,imageCount,primaryImage,slug
25518328M,Long Sleeve Crew Neck Top,,,,,master,USD,14.99,,,true,999,999,womens-clothing-tops,A classic crew neck top looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,A classic crew neck top looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Crew Neck Top,A classic crew neck top looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,,color=Meadow Violet Multi|Begonia Multi; size=XS|S|M|L|XL,10,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwc559ff35/images/large/PG.10221116.JJ0YNXX.PZ.jpg,
25518300M,Long Sleeve Crew Neck Top,,,,,master,USD,14.99,,,true,1399,1399,womens-clothing-tops,A classic striped crew looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,A classic striped crew looks new again. Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Crew Neck Top,A classic striped crew looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,,color=Meadow Violet Multi|Heather Grey Multi|Begonia Multi; size=XS|S|M|L|XL,14,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw03c0b22e/images/large/PG.10221096.JJ0YNXX.PZ.jpg,
25518823M,Long Sleeve Plaid Button Down,,,,,master,USD,40.99,,,true,400,400,womens-clothing-tops,"Classically designed, this shirt is perfect to pair with a great Commerce Cloud Store pant.","Classically designed, this shirt is perfect to pair with a great Commerce Cloud Store pant.",Long Sleeve Plaid Button Down,"Classically designed, this shirt is perfect to pair with a great Commerce Cloud Store pant.",,color=Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw9ebe4a56/images/large/PG.10216041.JJZ01XX.PZ.jpg,
25565553M,Belted Shirt Dress,Lacy-S,,,,master,USD,89,,,true,380,380,womens-clothing-dresses,The shirtdress is a classic style that looks amazing on all shapes and sizes.,The shirtdress is a classic style that looks amazing on all shapes and sizes.,Belted Shirt Dress,The shirtdress is a classic style that looks amazing on all shapes and sizes.,,color=Dark Stone; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwbeeb27af/images/large/PG.10230892.JJ2AFXX.PZ.jpg,
25592201M,Floral V-Neck Dress Tiered,,,,,master,USD,110,,,true,668,573,womens-clothing-dresses,This v-neck dress is a must for your spring wardrobe! This dress will make you feel stylish at any occasion.,This v-neck dress is a must for your spring wardrobe! This dress will make you feel stylish at any occasion.,Floral V-Neck Dress,This floral v-neck dress is a must for your spring wardrobe! Perfect for work or play.,,color=Pool Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw4f62dc85/images/large/PG.10242220.JJJ13A0.PZ.jpg,
25589481M,Sleeveless Sheath Dress,,,,,master,USD,103.99,,,true,698,698,womens-clothing-dresses,We are obsessed with our updated classic sheath dress. This is our classic sheath dress in this season's latest print. Add a great piece of Commerce Cloud Store jewelry and you are ready for desk-to-dinner.,We are obsessed with our updated classic sheath dress. This is our classic sheath dress in this season's latest print. Add a great piece of Commerce Cloud Store jewelry and you are ready for desk-to-dinner.,Sleeveless Sheath Dress,We are obsessed with our updated classic sheath dress. This is our classic sheath dress in this season's latest print. Add a great piece of Commerce Cloud Store jewelry and you are ready for desk-to-dinner.,,color=Black Multi; size=4|6|8|10|12|14|16,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw4180e402/images/large/PG.10237562.JJ3WDXX.PZ.jpg,
25594785M,Multi Color Scarf,,,,,master,USD,38,,,true,89,89,womens-accessories-scarves,Don't leave home without it! This multi color scarf brings instant style to any outfit!,Don't leave home without it! This multi color scarf brings instant style to any outfit!,Multi Color Scarf,Don't leave home without it! This multi colour scarf brings instant style to any outfit!,,color=Green,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw997e6501/images/large/PG.1033097OC.GUAVAFB.PZ.jpg,
25772741M,Evaluna,,,,,master,USD,99,,,true,897,897,womens-accessories-shoes,Circa Joan & David's Evaluna is a great casual shoe. You will love the open toe and cutout detail.,Circa Joan & David's Evaluna is a great casual shoe. You will love the open toe and cutout detail.,Evaluna,Circa Joan & David's Evaluna is a great casual shoe. You will love the open toe and cutout detail.,,color=Ivory; size=6|6.5|7|7.5|8|8.5|9|9.5|10; width=M,9,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw3ad25ef0/images/large/PG.CJEVALUNA.IVORYPA.PZ.jpg,
25564754M,Roll Sleeve Anorak Jacket,,,,,master,USD,103.99,,,true,400,400,womens-clothing-jackets,"Drawstring, hood, zippers, pockets and more! This anorak has everything you need to brighten up your wardrobe!","Drawstring, hood, zippers, pockets and more! This anorak has everything you need to brighten up your wardrobe!",Roll Sleeve Anorak Jacket,"Drawstring, hood, zippers, pockets and more! This anorak has everything you need to brighten up your wardrobe!",,color=raspberry pink; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw83d70595/images/large/PG.10224007.JJV40C9.PZ.jpg,
25591530M,Zebra Scarf Print Cardigan,,,,,master,USD,88.99,,,true,400,400,womens-clothing-tops,Dress up or dress down your favorite outfit with this zebra scarf print cardigan. Jewels look great from day-to-dinner.,Dress up or dress down your favorite outfit with this zebra scarf print cardigan. Jewels look great from day-to-dinner.,Zebra Scarf Print Cardigan,Dress up or dress down your favorite outfit with this zebra scarf print cardigan.  Jewels look great from day-to-dinner.,,color=Ink Multi; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw68ee187c/images/large/PG.10234814.JJ7ZVXX.PZ.jpg,
25589128M,Notch Collar Basket Weave Jacket,,,,,master,USD,163.99,,,true,600,600,womens-clothing-jackets,Our best selling three-button jacket has been updated in a basket weave fabric. Pair it with a great Commerce Cloud Store bottom and you are ready for the boardroom.,Our best selling three-button jacket has been updated in a basket weave fabric. Pair it with a great Commerce Cloud Store bottom and you are ready for the boardroom.,Notch Collar Basket Weave Jacket,Our best selling three-button jacket has been updated  in a basket weave fabric. Pair it with a great Commerce Cloud Store bottom and you are ready for the boardroom.,,color=New Rattan Multi; size=4|8|10|12|14|16,6,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw20593004/images/large/PG.10227321.JJFD2A5.PZ.jpg,
25772717M,Zerrick,,,,,master,USD,99,,,true,1490,1490,womens-accessories-shoes,The perfect pump for any outfit!,The perfect pump for any outfit!,Zerrick,The perfect pump for any outfit!,,color=Black|Taupe; size=6|6.5|7|7.5|8|8.5|9|9.5|10|11; width=M,15,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw14fd8e33/images/large/PG.CJZERRICK.BLACKLE.PZ.jpg,
25519274M,3/4 Sleeve V-Neck Top,,,,,master,USD,29,,,true,2000,2000,womens-clothing-tops,"Wear this v-neck top alone, or pair it with a jacket for a classic look.","Wear this v-neck top alone, or pair it with a jacket for a classic look.",3/4 Sleeve V-Neck Top,"Wear this v-neck top alone, or pair it with a jacket for a classic look.",,color=Black & White|Butter Multi|Grey Heather Multi|Icy Mint Multi; size=XS|S|M|L|XL,20,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw34f557d2/images/large/PG.10221706.JJ0DCXX.PZ.jpg,
25593179M,Open Front Cardigan,,,,,master,USD,129,,,true,400,400,womens-clothing-tops,"If you are looking for something to wear as the weather warms up, this cardigan will be perfect.","If you are looking for something to wear as the weather warms up, this cardigan will be perfect.",Open Front Cardigan,"If you are looking for something to wear as the weather warms up, this cardigan will be perfect.",,color=Stone; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw3d1d9e8f/images/large/PG.10235410.JJT02XX.PZ.jpg,
25565106M,Floral Poncho Blouse,,,,,master,USD,79,,,true,500,500,womens-clothing-tops,A new way to update the poncho! We've trend a poncho into a vibrant floral print blouse. This is a great look for every occasion!,A new way to update the poncho! We've trend a poncho into a vibrant floral print blouse. This is a great look for every occasion!,Floral Poncho Blouse,A new way to update the poncho! We've trend a poncho into a vibrant floral print blouse. This is a great look  for every occasion!,,color=meadow rose combo; size=XS|S|M|L|XL,5,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw4e65877b/images/large/PG.10229049.JJ1TOA0.PZ.jpg,
25564930M,Short Sleeve Solid Cotton Polo Tee,,,,,master,USD,30,,,true,1089,1089,womens-clothing-tops,Our polo tees are made with soft cotton and quality fit. This is a casual essential for every closet!,Our polo tees are made with soft cotton and quality fit. This is a casual essential for every closet!,Short Sleeve Solid Cotton Polo Tee,Our polo tees are made with soft cotton and quality fit. This is a casual essential for every closet!,,color=jungle green|Blue|White; size=XS|S|M|L|XL,11,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw72b7cba9/images/large/PG.10237306.JJI15XX.PZ.jpg,
25565225M,Scoop Neck Tee with Applique,,,,,master,USD,49,,,true,798,798,womens-clothing-tops,We took this classic scoop neck and updated it with ruffles and sequence.,We took this classic scoop neck and updated it with ruffles and sequence.,Scoop Neck Tee with Applique,We took this classic scoop neck and updated it with ruffles and sequence.,,color=Swiss Navy|White; size=S|M|L|XL,8,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw44835cc8/images/large/PG.10236130.JJ8FIXX.PZ.jpg,
25566028M,Short Sleeve Crew Neck,,,,,master,USD,39,,,true,1500,1500,womens-clothing-tops,We are in love with this printed tee. It is perfect with jeans or shorts for a fresh look.,We are in love with this printed tee. It is perfect with jeans or shorts for a fresh look.,Short Sleeve Crew Neck,We are in love with this printed tee.  It is perfect with jeans or shorts for a fresh look.,,color=Black & White|seagrass & white|riviera blue & white; size=XS|S|M|L|XL,15,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw870f4eb7/images/large/PG.10237362.JJ0DCXX.PZ.jpg,
25593188M,Cowl Neck Top,,,,,master,USD,89,,,true,399,399,womens-clothing-tops,"If you are looking for something to wear as the weather warms up, this cowl neck top will be perfect.","If you are looking for something to wear as the weather warms up, this cowl neck top will be perfect.",Cowl Neck Top,"If you are looking for something to wear as the weather warms up, this cowl neck top will be perfect.",,color=Stone; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw33173416/images/large/PG.10235422.JJT02XX.PZ.jpg,
25589335M,Ruffle Front Cardigan,,,,,master,USD,89,,,true,700,700,womens-clothing-tops,Our newest ruffle front cardigan is a terrific layering piece for skirts or slacks. It is a great style to wear for day thru evening.,Our newest ruffle front cardigan is a terrific layering piece for skirts or slacks. It is a great style to wear for day thru evening.,Ruffle Front Cardigan,Our newest ruffle front cardigan is a terrific layering piece for skirts or slacks. It is a great style to wear for day thru evening.,,color=Black|New Rattan; size=S|M|L|XL,7,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw1c7d5c43/images/large/PG.10236682.JJ3WCXX.PZ.jpg,
25593380M,Square Neck Shell,,,,,master,USD,44,,,true,400,400,womens-clothing-tops,Our best selling shell has been updated with a new color for the season. Pair it with its matching cardigan and you are ready for the boardroom.,Our best selling shell has been updated with a new color for the season. Pair it with its matching cardigan and you are ready for the boardroom.,Square Neck Shell,Our best selling shell has been updated with a new color for the season.  Pair it with its matching cardigan and you are ready for the boardroom.,,color=Cameo; size=S|M|L|XL,4,6,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dwa01ea06a/images/large/PG.10236618.JJ588XX.PZ.jpg,
25720018M,Worn Gold Hoop Earring,,,,,master,USD,20,,,true,78,78,womens-jewelry-earrings,An Instant in glam; pair with matching necklace for a perfect look! Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,An Instant in glam; pair with matching necklace for a perfect look! Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Worn Gold Hoop Earring,An Instant in glam; pair with matching necklace for a perfect look! Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,,color=Gold,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw86b9e52c/images/large/PG.60119201.JJ887XX.PZ.jpg,
25720027M,Dangle Hoop Earring,,,,,master,USD,26,,,true,100,100,womens-jewelry-earrings,Dress any outfit up with these dangle hoop earring. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Dress any outfit up with these dangle hoop earring. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Dangle Hoop Earring,Dress any outfit up with these dangle hoop earring. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,,color=Gold,1,3,https://images.demandware.net/dw/image/v2/AAIA_PRD/on/demandware.static/-/Sites-apparel-m-catalog/default/dw0553d024/images/large/PG.60119222.JJ887XX.PZ.jpg,
